z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15
0.015322628,0.012911215,0.010054095,0.00400615,-0.0066234567,-8.301591e-06,-0.0071910736,-0.01214233,0.008102018,0.011328176,-0.015918668,-0.0010815329,0.0034117904,-0.008707333,-0.0054369154,0.012351122
-0.04168783,-0.00065055676,-0.013080312,-0.019993601,0.007978188,-0.021191139,0.0021958323,-0.0054822704,0.0051113265,-0.039367825,0.015021396,0.008986127,0.0013273199,0.003855406,0.0139512755,-0.02169767
0.0048568123,0.014907089,0.00381585,-0.010305521,-0.011330471,-0.00030969578,-0.0067944443,-0.011680854,-0.00704597,0.0067215655,-0.006457435,-0.013514832,-0.004462056,-0.0011370209,-0.00522074,0.014585443
0.028879518,0.0042928527,0.011814838,0.010556494,-0.030558761,-0.00051802414,-0.02305807,-0.0054736556,0.012611197,0.040864356,-0.037103605,-0.010641487,-0.0004945474,0.0040065884,-0.0064780726,0.030893443
-0.036809005,0.010408497,-0.010747305,-0.010040837,-0.0031363775,0.0036232194,-0.0068677017,-0.0039368034,0.008324169,-0.007058157,-0.005770127,-0.013406015,-0.003626215,-0.03245637,-0.014169463,-0.0138100805
0.0055857333,0.0066284835,0.0037007711,0.010926044,-0.008947562,-0.009291518,-0.010794767,0.015719216,0.006200668,0.0130393505,-0.007939285,-0.0051046084,-0.0011691847,0.012205951,0.0014792114,0.015349726
0.019112013,-0.005293725,0.006182887,-0.0031006774,-0.009780278,0.0029247396,0.0056303227,0.01231036,0.012255162,-0.0033501117,0.002736297,-0.011648614,0.00034485623,0.0054879976,-0.0017932962,0.010895519
-0.006720625,0.004735123,0.015445393,-0.00075541274,-0.005934452,0.015345986,-0.0072618155,-0.0029645474,0.009713643,-0.0013594443,-0.01087121,-0.0036917618,0.0173915,0.009469933,0.007042458,0.035873305
-0.038285773,0.0050035873,-0.013829522,-0.009020593,0.00478862,0.0008826171,0.014228252,0.0037135053,-0.004222234,-0.024033172,0.015437628,0.010099813,0.005822434,-0.011682263,0.008463216,-0.012463148
0.0033948026,0.014337571,0.003970056,0.0018686501,-0.0034351388,-0.0016258988,-0.00048143015,-0.004012648,0.01101754,0.017268237,-0.008351203,-0.008324121,0.0064814677,0.0011827085,-0.0046598464,0.028228762
0.034830496,0.010570446,0.015554196,0.02394162,0.00017296961,0.0008892125,0.008692935,0.005401206,0.011476007,0.028670818,-0.022857826,0.0014918197,0.008970752,0.0019124785,-0.007494006,0.022644501
0.00602499,0.0065694274,0.002132752,0.01349475,0.010580404,-0.0027240668,-0.00057920977,-0.00532647,0.025267217,0.013868745,-0.011681504,-0.0028242015,0.008105066,-0.0038296392,-0.005816436,0.009046914
-0.009641555,-0.0036500678,-0.0063130474,-0.0054520476,-0.014901848,-0.0073289345,-0.0032955129,0.001962608,0.0014233985,-0.014252679,0.008517303,0.0056226193,-0.0076459553,-0.012259473,7.556492e-05,-0.009976117
-0.022916444,0.026437443,-0.001322986,0.0053050714,0.0044119186,-7.3969e-05,0.0077451156,-0.012222199,0.006260135,0.0053353584,0.015973657,-0.016234258,-0.014027557,-0.0026209678,0.0032795353,-0.012595521
-0.041650783,0.0048658564,-0.014470307,-0.021257339,0.011377599,-0.01310321,-0.023204353,-0.005568326,-0.0002908244,-0.012517187,-0.007596094,0.011251381,-0.010356743,-0.02459576,-0.0023496938,0.008882605
-0.016049042,0.0042575803,0.0031710959,-0.010005279,0.00023011473,-0.006365819,-0.0011269865,-0.0014619877,0.006930203,-0.014254715,0.004028758,-0.0106618125,-0.006530552,0.0030810293,-0.00014598874,-0.0076220487
0.010393287,-0.0018270036,0.0031068702,0.006533831,-0.015073317,0.0009335055,-0.006875377,-0.00370377,0.017063582,0.008588856,-0.015924126,-0.003555023,0.0038847155,0.013126682,-0.0041303798,0.022506157
-0.020237705,0.0071185795,-0.015062894,-0.0015409688,0.0059895488,0.007975,0.011472286,0.007464773,-0.004222764,-0.014173416,-0.00084696576,-0.0011378069,-0.0014951393,-0.0017755382,0.0014527518,-0.01085498
-0.0077711158,0.0077996785,0.008122354,0.0036910695,-0.014515162,-0.00022236025,0.012815609,-0.0017313401,0.012664404,0.0031382027,0.0061145746,-0.008125497,0.002606288,-0.001480213,-0.0014494698,0.030588498
-0.023980057,0.005585187,-0.008867743,-0.0016459605,0.003035428,0.00022622783,0.0012378359,0.0021622034,0.0046570604,-0.017727284,0.01140758,-0.009921559,-0.009689704,-0.0007014376,-0.0008441517,-0.019672917
-0.044353325,0.009611888,-0.03284393,-0.032847233,0.0052573984,-0.015682783,-0.0055242563,0.004645403,0.006529998,-0.03749262,0.019897642,0.009374585,-0.011946588,-0.015660547,0.013395548,-0.026064744
0.034220885,0.0138954315,0.012150008,0.011359395,-0.0135225,0.008474441,0.013678951,0.009321962,0.0010331257,0.03292285,-0.018996987,-0.0046200766,-0.007798726,0.0069686584,-0.0015828292,0.021345695
0.0014020911,-0.0029033518,-0.004152429,0.006189742,-0.007760356,3.1389456e-05,-0.0050052367,0.008095577,0.0015010646,0.00816888,-0.0010522899,-0.010993791,-0.0004051663,-0.0003316058,0.0054794266,0.0021539815
-0.008979606,0.014563955,-0.015049598,-0.017109394,-0.0068888064,-0.010515755,0.004841616,0.0012599007,-0.0068512,-0.012616858,0.001954615,0.008430197,0.002663554,-0.0007882475,-0.0008846699,-0.0075463257
0.0075117997,0.0077966466,0.014964423,0.0028128691,-0.012762072,0.0013172434,0.0037568572,0.007684122,0.013630364,0.00493058,-0.013393927,-0.015258568,0.0056701154,0.00819218,0.002127237,0.016337514
-0.025647242,-0.006437682,-0.014024523,-0.0042463583,0.00992329,-0.010648963,0.032300998,0.0021566383,-0.0027668807,-0.013749425,0.016365219,-0.00518269,-0.0011449031,-0.008501362,-0.016412148,-0.003693809
0.001993092,0.0043117446,0.0009022852,-0.0011782341,-0.022694277,0.008155112,0.0053253407,0.009989544,0.004801199,-0.0019314972,-0.012764781,0.0026518744,-0.007651092,-0.012131376,-0.0010232587,0.008162151
-0.02862432,0.0079796575,-0.02059442,-0.008324382,0.014944893,0.0049590627,0.0017869328,7.863022e-06,0.0027601607,-0.034492992,0.0040594325,0.018518196,-0.016334713,0.003532773,0.0083611645,-0.0066496115
-0.038980268,0.009842047,-0.01552887,-0.016334621,0.008153583,0.005780828,0.0012583727,-0.003369554,0.0030225662,-0.027171263,0.013395972,-0.0035209616,-0.00923509,-0.024982264,0.0013430661,-0.01937731
0.018245574,-0.002277468,0.0052993796,0.00785497,-0.013379527,0.0016781773,-0.018674018,-0.0046690432,0.011225975,0.03719988,-0.026681479,-0.008712692,0.012509276,0.007094528,0.008764954,0.02911115
-0.049573686,0.002835386,-0.021552129,-0.026919432,0.019521188,-0.008090129,-0.0046055913,0.0055359257,0.0006620002,-0.020927109,0.017302183,-0.00556515,5.638838e-05,-0.011624866,-0.0043963743,-0.029792253
-0.03322702,0.008000945,-0.017602228,-0.010131433,0.0047042374,0.0065109306,0.0022420469,0.008955632,0.00061643793,-0.02392731,0.01937209,-0.00026591768,0.008116419,-0.009757273,0.0059587443,-0.022726996
0.027856313,0.0033363951,0.0040800744,0.0023240387,-0.021237444,0.011844613,-0.009301353,0.0009266941,0.020537565,0.0035170985,-0.023886839,-0.0008203519,0.0057185027,0.011509682,-0.0025720932,0.029384036
0.03830332,0.00058732013,0.01520399,0.010742404,-0.024050083,0.0161253,0.012430769,0.019390482,0.019276803,0.030953046,-0.020089809,-0.0032906414,2.2624921e-05,0.0058402424,-0.008123517,0.027802907
0.004693921,0.002646141,-0.009054442,-0.00043373034,-0.006799112,-0.0013271022,-0.012164827,-0.0047353404,0.011179909,0.005197934,0.0047831913,-0.0044991523,0.0023155764,-0.028808076,-0.008170779,0.0038404467
-0.022720082,0.017516432,-0.007273541,-0.013432425,0.0112561025,0.0028365238,-0.0060475296,0.010888664,0.003376745,0.0079073515,0.009667253,-0.016494999,0.0023977081,-0.0013980204,0.012171696,-0.0076798294
0.0014581423,0.0017681883,0.0009064793,0.013015864,-0.012211918,0.011361028,-0.012252299,0.011791568,0.015486983,0.023496432,-0.02275937,0.001723371,-0.0049979673,0.012087109,-0.00354356,0.023627907
-0.010940181,0.011693286,0.014386456,0.015652543,-0.016069552,-0.0030342024,-0.002222974,-0.009769852,0.0061420975,0.021396652,-0.007472936,-0.023139525,-0.007939105,-0.0011491026,-0.007075741,0.0067862086
0.025022792,0.013047409,0.011906847,0.011203063,-0.0159153,0.011246054,-0.017857915,-0.003760244,0.019351574,0.02421813,-0.025202086,-0.00026770085,-0.0015302615,0.011658246,-0.001124529,0.02787541
0.011729975,0.015897933,0.011560384,0.0036529189,-0.00645417,-0.0039615375,-0.00036861736,0.0009173913,0.012348697,0.009604159,-0.0039331876,-0.00818997,0.017842654,0.006312956,-0.0047007846,0.006346865
0.031931024,0.0013099376,0.024559842,0.017622631,-0.008281874,-0.00041070074,0.01491827,0.00016788703,0.013195566,0.04116784,-0.009267966,-0.010801273,0.017546605,-0.0064764735,-0.0021695318,0.004833519
0.0021545012,0.0119417375,-0.0026821638,-0.016784316,-0.0078117233,-0.0049329996,-0.0050857966,-0.0014814105,0.009030247,-0.008532228,-0.0053933924,0.0002490743,-0.00016233069,-0.010083391,-0.0034154737,-3.0076393e-05
-0.024927348,0.010616453,-0.019456225,0.005571091,0.011621579,-0.0024238057,0.008241453,0.0020649852,0.0046181325,-0.032595366,0.0021473446,0.005068091,-0.0013399606,-0.0061802506,0.010639559,-0.008586943
0.010651523,0.008866855,-0.0029439963,0.005719115,0.00055467745,0.00428676,0.005292185,-0.010118492,0.004802485,0.023639973,-0.029507834,-0.020599756,-0.0009167583,-0.005555558,-0.011336903,0.017997328
-0.011324912,0.0026509694,-0.021810634,-0.0055193263,-0.009552437,-0.009182433,0.0096660135,0.015237102,0.005772208,0.0045502884,0.014982541,-0.004045276,-0.010948686,9.320726e-05,0.0062499736,-0.0049927006
-0.019744249,0.0014475962,-0.009948101,-0.005124806,0.0048586247,-0.01809369,0.010600465,-0.0021327604,0.008699638,-0.013044249,0.008979293,0.0033938119,0.00187621,-0.009853191,0.0013797169,-0.0014722064
0.021287993,0.024462178,0.019531533,0.014064446,-0.032919277,0.012169976,-0.0028498103,-0.00095380604,0.0025753842,0.033125427,-0.01592725,-0.017852051,-0.008286564,0.021239439,-0.012062373,0.03455522
0.0045878463,0.004880553,0.008939659,0.0074005374,-0.020970047,0.00781444,0.00036165304,0.018511286,0.0037255452,0.005437545,-0.015110719,0.005020765,0.00230936,0.0072802943,-5.533884e-05,0.020511387
0.014736614,0.008865837,0.012315885,-0.0036095122,-0.009472736,0.00027935844,-0.006835652,-0.005415136,0.0012335579,0.025144108,-0.015491889,-0.020217698,-0.016872684,0.008068347,-0.0093422,0.028626224
-0.03312044,0.0040662074,-0.019033387,-0.009372183,0.007063434,-0.013504665,0.0001672321,-0.003004703,-0.0036330651,-0.036947377,0.0129803335,0.010889775,-0.024016159,-0.017749272,0.0009788107,-0.03046812
-0.021746181,0.006165388,0.00634903,-0.00068988296,-0.0071016564,0.011391345,-0.013142411,-0.0063562994,0.0175329,-0.01242432,-0.003560781,0.0017728586,-0.00016971472,-0.019736413,-0.009860883,0.011669024
-0.0018284977,0.006010228,-0.008171424,-0.011432256,-0.0068917894,-0.0049568773,-0.0045313467,0.00095188466,0.0048591415,-0.009389669,0.007089449,-0.0055111786,0.0036022088,0.0005637246,0.017363178,-0.0032189111
0.018211858,0.025183368,0.009390599,0.010288844,-0.015029055,-0.0024475409,-0.0040563736,0.005357652,0.012164742,0.017032184,-0.006224344,-0.008122282,-0.0012237703,4.593545e-06,-0.0063495715,0.023415104
0.00027851734,0.0033018345,-0.0038220936,0.0022639022,-0.0052748937,-0.004086439,0.018353954,0.0006287043,0.0044835447,-0.0074685374,-0.0013069088,-0.0037006282,-0.0059346408,0.00046534164,-0.0053040176,0.009854859
0.004371712,-0.0012638748,-0.008452302,0.016048219,-0.012809314,0.0073907594,0.0025031609,0.0013831423,0.00042944675,-0.0042896653,-0.0064857467,0.009759963,-0.008891336,0.0016962911,-0.002991082,0.005078435
-0.011625521,-0.0035754356,-0.021155266,0.0060747615,-0.007757125,-0.01944398,-0.0056372425,0.012032132,-0.0014518333,-0.012152966,0.0085545685,-0.015604268,0.0035357126,-0.005524868,-0.009627596,-0.011195211
0.010369577,0.010114865,0.00075287826,-0.009121719,-0.009840754,0.0014016824,-0.007393026,0.0023163455,0.01032939,0.021671308,-0.015613791,-0.00307879,-0.007380631,0.0014020477,-0.009255801,0.01950358
-0.017191878,0.0044741863,0.006671035,0.009252835,-0.009607597,-0.0061977305,-0.01121949,-0.008014034,0.012828797,0.007736047,0.002868719,-0.0072309016,-0.0017294721,-0.006651319,-0.005372145,0.010441427
-0.03368422,-0.009981841,-0.019659858,-0.024869299,0.02123663,-0.02183892,-0.0049939253,-0.0052877883,-0.008514312,-0.031950045,0.019165905,-0.002955443,-0.009290885,0.0023088427,-0.0064629586,-0.030279016
0.037779205,-0.00916135,0.02666837,0.014041938,-0.015674062,0.00293366,-0.01808748,0.007594773,-0.008503553,0.028569005,-0.030115513,0.0045525013,-0.0033097698,-0.01040591,-0.0012152732,0.003121399
0.042396948,-0.001101363,0.02550333,0.0072699073,-0.027181642,0.016517889,-0.0028817013,-0.010750705,-0.00043791224,0.034041554,-0.022267511,-0.0067542824,0.010610785,0.01172411,-8.946621e-05,0.03113786
-0.03038537,0.005884247,-0.0138443895,-0.0050586234,0.0066895904,-0.009013439,-0.0011547059,-0.00044781723,-0.009857856,-0.0053636134,0.032290462,0.001749278,-0.012725966,0.015833486,0.011527707,-0.03358643
-0.05564465,0.004068431,-0.023106098,-0.02421117,0.020375423,0.0043964298,0.008176833,-0.010531547,0.007055376,-0.04128182,0.03243456,-0.0020211139,-0.015543931,-0.0060685156,0.018353835,-0.040657233
0.026343025,0.009571048,0.023309993,-0.0048776516,-0.008630052,-0.0085266335,0.004722182,-0.0037575448,0.0180483,0.0057664537,-0.011915439,-0.012261421,0.003299511,-0.010417171,0.00085007626,0.017753975
-0.03322136,0.002057494,-0.014734865,-0.009782006,-0.008272837,0.014386302,-0.013931811,0.0057853484,-0.0047930055,-0.0053718346,-0.0016069073,0.0030580556,-0.006234775,-0.01824789,0.0106744245,-0.0020033184
0.023178881,0.00089220144,0.019821092,0.009792209,-0.029584536,0.011970437,-0.011427257,0.0016280564,0.020045655,0.023217078,-0.023814632,-0.016699592,0.0027635323,0.0062904195,-0.014780641,0.024426457
0.0003975283,0.0010022856,-0.012534554,0.0017751202,-0.0061598853,-0.008622724,-2.803619e-05,0.0061652237,0.010503543,-0.011902432,-0.009130727,-0.0039144713,0.00062970916,0.00291357,-0.008746567,-0.0028669473
-0.018638255,0.0069180825,-0.007930046,-0.0067794914,-0.001692618,0.011418089,-0.00954608,0.0010282313,0.00089503033,-0.0048382254,-0.012730287,0.011267207,0.0045175673,-0.00880972,0.008043798,0.0016524183
0.0205764,0.0126547385,0.014014709,0.0037555862,-0.0074921153,0.010511554,-0.0055920505,-0.0010096881,0.0066672354,0.017887242,-0.020443907,-0.008747654,0.004319807,0.00376055,0.022278583,0.0067963856
0.009870799,0.017448323,-0.0013461458,-0.014576569,-0.006335208,0.0024148677,-0.0033183035,-0.004389134,0.008090397,0.0020876115,-0.00963951,0.007159594,-0.0047476823,0.0072105974,0.010480195,0.013899493
