PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
0.7898558724867739,0.5611311165397802,0.8083652005406531,0.550473463782349,0.2589205086892097,0.3883256821847524,0.547757804125538,0.48966212523967123,0.5920759825509072,0.42844293089194463,0.578750976051234
0.8377538803494452,0.5097369594499761,0.8188659987038474,0.5466277247971945,0.5875374515670279,0.37259113410198064,0.5648107129901561,0.4500740412149528,0.5340398140779913,0.40009275108234543,0.5268188732436606
0.8769567539815446,0.5308602898153554,0.7598577431859922,0.5770625205888265,0.590488730542371,0.37524673049913754,0.585643058020003,0.4508771504863424,0.5359590628039257,0.30509111540577916,0.5137608476706592
0.8769567539815446,0.5308602898153554,0.7598577431859922,0.5770625205888265,0.590488730542371,0.37524673049913754,0.585643058020003,0.4508771504863424,0.5359590628039257,0.30509111540577916,0.5137608476706592
0.8769567539815446,0.5308602898153554,0.7598577431859922,0.5770625205888265,0.590488730542371,0.37524673049913754,0.585643058020003,0.4508771504863424,0.5359590628039257,0.30509111540577916,0.5137608476706592
0.8624040392889258,0.5231289208726179,0.7813647006104841,0.5657404717343766,0.5893633741337863,0.37411517876991657,0.5780458511534009,0.45084014406967066,0.5348087509239121,0.34763296750742045,0.5179103184773416
0.8624040392889258,0.5231289208726179,0.7813647006104841,0.5657404717343766,0.5893633741337863,0.37411517876991657,0.5780458511534009,0.45084014406967066,0.5348087509239121,0.34763296750742045,0.5179103184773416
0.8769567539815446,0.5308602898153554,0.7598577431859922,0.5770625205888265,0.590488730542371,0.37524673049913754,0.585643058020003,0.4508771504863424,0.5359590628039257,0.30509111540577916,0.5137608476706592
0.8624040392889258,0.5231289208726179,0.7813647006104841,0.5657404717343766,0.5893633741337863,0.37411517876991657,0.5780458511534009,0.45084014406967066,0.5348087509239121,0.34763296750742045,0.5179103184773416
0.9144149470608738,0.5511571505624506,0.7031883625560267,0.6061207371052103,0.5933202529076642,0.377705286303474,0.6055680562514524,0.452071204462124,0.5370307399358066,0.22222792193707297,0.5005632241271114
0.9144149470608738,0.5511571505624506,0.7031883625560267,0.6061207371052103,0.5933202529076642,0.377705286303474,0.6055680562514524,0.452071204462124,0.5370307399358066,0.22222792193707297,0.5005632241271114
0.9144149470608738,0.5511571505624506,0.7031883625560267,0.6061207371052103,0.5933202529076642,0.377705286303474,0.6055680562514524,0.452071204462124,0.5370307399358066,0.22222792193707297,0.5005632241271114
0.9144149470608738,0.5511571505624506,0.7031883625560267,0.6061207371052103,0.5933202529076642,0.377705286303474,0.6055680562514524,0.452071204462124,0.5370307399358066,0.22222792193707297,0.5005632241271114
0.8992665395750995,0.5429399769708501,0.726033220055026,0.5943176066894306,0.5920844411470629,0.37681491530576616,0.5974200385930204,0.45156010012008574,0.5366767634418775,0.2597763441447743,0.5060148493786867
0.8009851326009071,0.5776526313805093,0.7414278925179072,0.5113742406505013,0.3121357812021289,0.6479270905796499,0.5120643741652762,0.5202001431680428,0.6161744172860146,0.4147548788708867,0.271477743140881
0.7186072283145776,0.45375870234849175,0.9573810357774738,0.4186159861492529,0.6181250084306523,0.5614300041858378,0.4726127301941834,0.4693668767455948,0.5489210310904383,0.5649926987938241,0.3427782076939588
0.7151343926298066,0.45557551411528296,0.9493498433932274,0.39827480473651733,0.6422786702885602,0.6695154134343506,0.451840461501255,0.4815191295960944,0.555377657111904,0.6059255466319451,0.1666549761562146
0.7166672581912611,0.45415187828145315,0.9526747469220612,0.4102889323905715,0.6248289703160728,0.595245578648753,0.46494668353848256,0.4741642758879489,0.552909159574873,0.5698539920512891,0.30100258464913854
0.7129193747388254,0.456169152424396,0.94406834981456,0.38806609904363953,0.6515366054345697,0.714460225893329,0.4422415985340037,0.4874095682966918,0.5597979864362207,0.6156180605671672,0.10588364073720075
0.7177682595848244,0.4545387820400199,0.9556158937802319,0.41204348352028164,0.6277163486089111,0.6023197154869848,0.4655277020405864,0.4733279306958767,0.5502124091257873,0.5846962729037352,0.2693040976030087
0.5872927793941647,0.1826483328799003,0.8487068859230755,0.5906438797691796,0.574999978461268,0.3710422970958525,0.49545803471340194,0.15723874896859147,0.6668629980564924,0.5399134714208568,0.5187359031003778
0.5150404996247828,0.15506686987551288,0.7109035930482173,0.3633240078698483,0.6326558013503212,0.7428576773982335,0.7440002605310816,0.19656248973475055,0.7198888806479697,0.3843540524335505,0.7018233897503594
0.14478042405354946,0.5755542607601494,0.6659772394721614,0.6195123219290439,0.39522873015838045,0.6336778111977499,0.5010622925074687,0.26362490929996585,0.8234424890927086,0.4063501188263574,0.7647851723167901
0.4396912442320773,0.7212414569747994,0.8863027906651754,0.5266213253364049,0.21711526909985102,0.3589265100412897,0.531363472934319,0.3737883863115386,0.1329843485762977,0.5345930242421434,0.4699315200383628
0.5369201392013887,0.7867585824910017,0.2433225982235594,0.23536400757706805,0.31391513828407436,0.5177256705256104,0.6468045774665216,0.4656497058498914,0.2002485688900561,0.6556843118438761,0.5925318087111991
0.89425423078446,0.551517526487522,0.4767505301114648,0.4067051824462226,0.6251989713926962,0.14935760268847492,0.36892132475579104,0.5022206516200807,0.5574222314903291,0.8191632953346395,0.4892610629277055
0.5294239194539844,0.06047885262585467,0.7983477258714087,0.6552534737915664,0.5800538391233772,0.36940960690692715,0.4905905148517964,0.6188346129472668,0.4861444046371399,0.4591752674138867,0.47820691346381816
0.5294239194539844,0.06047885262585467,0.7983477258714087,0.6552534737915664,0.5800538391233772,0.36940960690692715,0.4905905148517964,0.6188346129472668,0.4861444046371399,0.4591752674138867,0.47820691346381816
0.16871233006679104,0.30560797971459963,0.5772802737580506,0.5148957062481659,0.2605899118251826,0.6415471998661638,0.7783979644201463,0.5755558234416573,0.141043069727953,0.2791511055560666,0.693715755554427
0.43274403305438314,0.7347776793503866,0.9183805672150714,0.5639220384691319,0.8453637754389751,0.2934890132203404,0.5687799859294,0.472502983782941,0.5708247995003055,0.5197915925222476,0.4910720158233729
0.3192428741958861,0.8412545063272241,0.8703348545505395,0.5746787931205062,0.3555911554117207,0.3143876988536562,0.5563241979587589,0.5339509861410365,0.6719515953379419,0.4902867961486056,0.4334249456649274
0.7849892856503784,0.6283300194645972,0.45649471513498596,0.3964556880667094,0.1110846486514595,0.17661686303035953,0.3434177204454887,0.5470412869705779,0.6082891160867936,0.8310375437138738,0.43838703768962933
