z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15
0.0025507235,-0.0014736453,-0.003078386,0.0037748388,0.0018198707,-0.0019433642,0.0027281414,-0.00026112777,-0.0012877998,0.0016096901,-0.0003388427,0.0010668485,0.0030448881,0.0021017632,0.0014841774,0.00055412634
-0.00024017206,8.915256e-05,0.0013946713,-0.000797436,0.0013573226,0.0007169652,-0.00023147839,-0.0005564715,0.00049896614,-0.0011452368,-0.0017632071,-0.0008007505,0.0007507497,0.0010506817,-0.0011603599,-0.00027715036
0.0010060389,-0.0006925259,-0.00012662221,-0.0002727581,-0.0011616433,-0.0007166126,0.00051969517,0.00021031889,5.288169e-05,6.3726184e-06,-0.00047988104,1.9085535e-05,-0.00046954505,-0.00063659,-0.0010531059,-9.283869e-05
0.0005489363,-4.638071e-05,-0.0007259527,0.00013908287,-0.00020795602,0.0005022737,-0.00051956053,0.00026992732,0.0006499865,0.00015104473,-1.8855353e-05,0.00029467302,-0.0005687376,-0.000309669,0.00021241712,-0.00042491936
-0.000117103715,0.0010907708,0.0017720251,-0.0003722425,-0.0009369163,-0.00031139166,-0.0012212888,0.0008452708,-3.841982e-05,-0.00041499868,0.0013322313,-0.00016529008,-0.00087811565,-0.0007189182,0.00094771624,-0.00054782984
0.001961581,-0.0011187104,0.0008511099,-0.001600559,0.004745751,-5.5439043e-05,0.0012228658,0.0011423746,0.0022223645,-0.004746552,-0.0026208556,0.0033663623,0.0034768656,-0.0040946687,0.0022681232,-0.0003493326
-0.0044399817,-7.8209916e-05,0.0030629323,0.0015260977,0.006060771,-6.0420338e-05,-0.001304035,0.0047361376,0.0006805332,-0.003388105,0.00080527086,0.0007974644,0.003197665,-0.000788557,0.0014874383,-0.0033844307
-0.0005865081,0.0005746915,8.23825e-06,-0.00085733784,3.743972e-05,-0.0005176221,-6.35528e-05,-0.00037416964,0.0008111996,0.00086114334,0.00026990252,-0.0005170107,0.0008784231,4.5233814e-05,-0.0011164567,-0.00019708007
-0.00011846269,-0.0013604572,-0.00078205,0.00029054793,0.00032637405,-0.001529987,-0.00040911927,-0.0005175964,0.0008817453,-0.0006545485,0.0012470393,0.0010884171,0.00031948806,-0.00029673908,-0.00041122717,-0.00016674056
-0.0011253639,-0.0034333428,-0.00024793786,0.0048067705,0.004008472,4.2973756e-05,-0.0024724747,0.002605019,0.00040769269,-0.0015995099,0.003325924,0.0018324616,0.0041063093,0.0037488746,0.0018964869,-0.0010263278
0.0023051677,-0.0029994121,-0.0023434286,0.0031199122,0.0015855337,0.002559503,-0.0024683464,-0.0037647174,-2.8888433e-05,0.0017509385,-0.002644897,0.003862876,-0.0010235363,0.002877986,0.00022203856,-0.0027523676
-0.00037753693,-0.0008940141,0.0036126424,-0.0013635227,0.0035596807,-0.003427103,-0.0026064205,0.0007699436,0.0016090692,0.0011949122,0.00044039424,1.3246405e-05,-0.0020393427,-0.00020763814,-0.00015369055,0.0026510144
0.0016559311,-0.00042324985,0.0020303624,0.0020961785,-0.0035564143,0.002599399,-0.0011075768,-0.0015253454,-0.0012087408,0.00077236013,-0.0023477164,0.0010490587,-0.0030234035,0.001281819,0.0014234337,-0.0035196377
2.7083035e-05,-0.00029486232,0.0019871793,0.0009928005,-0.00014827526,-0.001595397,0.0023619432,-0.00055268337,0.00023287843,0.0003673603,-0.001592852,0.000107247615,-0.0005336493,0.0024314006,0.0008545815,-0.0019067277
-4.5321387e-05,-0.00019677085,0.00050604064,0.0012549456,-2.979003e-05,-0.0011225315,0.00021200745,0.0010327025,-0.00019011943,-5.415504e-05,0.0003741482,0.00032847753,-0.00022203129,-0.0012425772,0.000684349,-0.00047939745
0.0022800118,0.0007549391,0.00010194424,-0.0026660785,0.0013039303,-0.0017180278,-0.0018427718,0.0037083102,-0.0046788147,-0.0019808682,0.0011123661,-0.0069074016,-0.0006895619,0.0013815336,-0.0009775839,-0.00147792
0.00063772104,-0.0007134335,0.00035160905,0.00074383756,-0.00011310054,-0.00043704556,-0.00016991189,-0.00083573104,0.0008081632,-8.001356e-05,0.00020912665,-0.0005949512,0.0010425056,-0.00053987856,0.00016843017,0.0005470951
-0.00052085624,-0.007087548,0.0042472365,-0.0011965176,-0.005091818,-0.0021284618,0.0028920553,0.00427803,-0.0006393362,-0.0039099683,-0.0029682308,-0.0019747424,0.0017676208,-0.005230855,0.0007757662,0.0031073058
-0.0035013426,-0.0001883434,-0.0020207723,-0.0022222053,0.0036614686,-0.003748968,-0.0012876211,0.0024087373,0.00025727006,-0.005915826,-0.0045194416,-0.0035093464,-0.0026628762,-0.0049272976,0.0019554414,-0.0026805846
-0.0025609795,0.00079119694,0.00058667874,-0.0014110528,0.00044065138,-0.00042179786,-0.0014519064,0.0018126249,0.0007402089,-0.0020735485,-0.00082066935,-0.0020220866,-0.0024783523,-0.002456538,0.0017375866,0.00025110153
0.00056485087,5.773649e-05,-0.0008448376,0.0011809432,-0.0005365214,-0.000709519,0.0009897761,-0.0008039838,0.00048086053,-0.00066032313,0.0008753499,-0.00012911482,0.00020426551,0.000553326,-0.0002796555,-1.1456548e-05
0.0006072534,-0.0008464411,-0.0017996674,-0.0020716772,0.00020340137,0.0014143644,-0.0015587262,0.0015284171,-0.0019180882,0.0014506952,-0.00041731945,-0.002409372,-0.0010372377,-0.0019254928,0.0022242968,0.0021169672
-0.00055219827,0.00016126785,-0.0012431145,-0.0006469819,-0.00021136373,-0.0051717856,0.003907401,-0.00023396625,0.0023890568,-0.0030516156,0.0040116855,0.0046208412,-0.0037425372,-0.0013790166,0.0017171418,0.00014122247
0.0009143806,0.00054695515,8.4181636e-05,0.00091415306,-6.203324e-05,-8.663625e-05,8.361516e-05,8.38771e-05,-2.5672314e-05,-0.00024494328,0.00031805463,-0.0014321859,0.00015543119,0.00010213978,-0.0010323196,-0.0010834569
0.00062912033,-0.001313348,-0.00025352414,0.0021877897,0.00012359548,-0.0003108984,0.00076329126,-0.0017068245,0.0020443792,-0.0008330497,-0.00052666187,0.0006098242,0.0004403805,-0.00055043935,-0.00053783035,-0.0016418195
-0.00027459778,-0.0038960057,0.0014054317,-0.002928493,-0.004407525,0.006990935,-0.0023058823,0.0013543623,5.7055586e-05,-0.00044296062,-0.006002002,0.001643927,0.00062863994,-0.0017968658,0.0035972618,0.00053340057
0.00012509615,0.0015263864,-0.0003185315,0.00017997039,0.0006005359,-0.00055738294,0.0002474804,0.00019996552,0.0008633101,-0.00033991234,-3.4901626e-05,-0.00012566999,-0.00028618597,-0.00082469004,0.0001865437,0.00042688948
0.004706908,0.0028255093,0.0036395888,-0.0046647578,0.008382675,0.002130884,-0.0039248373,0.0018192146,4.7380017e-05,-0.0026525669,-0.005747824,-0.003755989,0.0029838777,0.0070970217,-0.005759723,-0.0010719579
-0.00022986328,-0.00064188585,-0.00071316527,-0.00050065154,-0.0006314891,-0.00043667023,0.00063316245,-4.628919e-05,0.00013688559,0.00024617574,0.000614739,-0.0007350232,-0.00077774946,0.0004523291,0.001059777,-0.0005352307
0.0001221394,0.001928496,0.0051962156,-0.00199857,-0.003334947,0.00014859127,0.00069142424,-0.00071679015,-0.0033427118,0.00074402255,0.00018850648,-0.0037378785,0.00082874164,-0.0038840075,-0.003367754,0.001263914
0.00023450868,-0.00067616353,1.3000743e-05,8.275297e-05,0.00066744786,0.00060599577,0.00037035096,-0.0010500167,0.00026754435,0.0007679004,-0.0012493237,-0.0017284909,0.00063897064,-0.0010094173,-0.00091568206,-0.00059370336
1.001147e-05,0.0004458825,0.0002954953,0.00031437736,1.5304959e-05,-0.0007017279,0.0008838645,-0.00097469357,-0.00055219076,-0.0003701388,-0.00046312087,-0.00013921238,6.3737454e-05,-0.00032492308,0.00032135958,-0.0007836817
